trip_id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_location_id,dropoff_location_id,fare_amount,tip_amount,total_amount,payment_type
257,2,2025-06-07 00:07:00,2025-06-07 00:41:00,1,0.87,12,1,5.0,0.5,5.8,4
258,2,2025-06-01 03:17:00,2025-06-01 04:06:00,4,4.57,1,7,13.75,0.0,14.05,1
259,1,2025-06-25 15:05:00,2025-06-25 15:10:00,1,3.93,5,7,15.55,0.0,15.85,4
260,2,2025-06-30 04:42:00,2025-06-30 05:30:00,2,2.88,6,15,11.07,1.66,13.03,4
261,2,2025-06-18 04:19:00,2025-06-18 04:45:00,1,7.94,11,14,28.3,0.0,28.6,1
262,1,2025-06-25 10:49:00,2025-06-25 11:16:00,1,5.82,14,1,19.0,0.0,19.3,2
263,1,2025-06-25 18:40:00,2025-06-25 19:09:00,4,0.2,3,5,3.0,0.3,3.6,4
264,1,2025-06-06 03:15:00,2025-06-06 03:19:00,1,2.42,10,13,10.17,1.53,12.0,1
265,1,2025-06-04 01:29:00,2025-06-04 01:37:00,2,1.3,4,12,6.41,0.0,6.71,2
266,2,2025-06-11 15:57:00,2025-06-11 16:33:00,1,1.93,3,9,7.25,0.0,7.55,4
267,1,2025-06-27 05:15:00,2025-06-27 05:37:00,4,0.2,5,15,3.14,0.0,3.44,2
268,1,2025-06-11 01:26:00,2025-06-11 01:54:00,4,1.51,9,10,6.37,0.0,6.67,3
269,2,2025-06-20 10:37:00,2025-06-20 11:14:00,4,0.2,13,9,3.17,0.48,3.95,2
270,2,2025-06-19 13:55:00,2025-06-19 14:06:00,1,3.35,13,9,11.08,0.0,11.38,4
271,2,2025-06-11 06:08:00,2025-06-11 06:29:00,3,3.93,9,7,13.33,0.0,13.63,2
272,1,2025-06-07 02:27:00,2025-06-07 02:53:00,2,2.29,6,11,8.21,0.0,8.51,4
273,1,2025-06-17 21:18:00,2025-06-17 21:25:00,1,0.2,11,10,3.0,0.45,3.75,1
274,2,2025-06-27 17:47:00,2025-06-27 18:35:00,1,2.32,8,4,9.47,0.0,9.77,1
275,1,2025-06-10 15:21:00,2025-06-10 15:35:00,2,4.22,15,4,16.85,2.53,19.68,1
276,2,2025-06-26 03:01:00,2025-06-26 03:23:00,1,2.95,8,9,11.74,1.76,13.8,1
277,2,2025-06-17 08:49:00,2025-06-17 09:23:00,1,4.94,13,14,18.13,2.72,21.15,1
278,1,2025-06-15 05:47:00,2025-06-15 06:15:00,1,1.62,12,3,6.15,0.0,6.45,2
279,1,2025-06-27 13:55:00,2025-06-27 14:34:00,2,2.87,7,10,9.49,0.0,9.79,2
280,2,2025-06-30 19:00:00,2025-06-30 19:45:00,2,1.47,12,11,6.33,0.95,7.58,1
281,1,2025-06-17 00:40:00,2025-06-17 00:52:00,1,4.88,11,1,14.31,2.86,17.47,4
282,1,2025-06-03 04:59:00,2025-06-03 05:49:00,1,5.23,14,11,14.05,0.0,14.35,3
283,2,2025-06-07 20:57:00,2025-06-07 20:59:00,1,3.65,15,8,10.79,2.16,13.25,1
284,2,2025-06-25 05:19:00,2025-06-25 05:56:00,3,5.47,9,12,17.23,0.0,17.53,1
285,1,2025-06-01 18:43:00,2025-06-01 19:17:00,3,4.42,2,15,16.5,0.0,16.8,1
286,2,2025-06-11 23:12:00,2025-06-11 23:26:00,2,0.3,14,6,3.38,0.34,4.02,1
287,1,2025-06-17 23:28:00,2025-06-17 23:55:00,4,1.68,11,14,7.6,0.76,8.66,4
288,2,2025-06-30 13:51:00,2025-06-30 14:41:00,1,3.6,7,7,10.56,1.58,12.44,3
289,1,2025-06-01 10:19:00,2025-06-01 11:05:00,3,4.37,10,14,14.39,1.44,16.13,1
290,1,2025-06-11 10:57:00,2025-06-11 11:12:00,1,5.38,8,5,20.15,4.03,24.48,3
291,1,2025-06-13 18:14:00,2025-06-13 18:50:00,4,2.7,1,4,11.45,1.15,12.9,4
292,2,2025-06-19 03:02:00,2025-06-19 03:08:00,4,2.99,4,10,10.15,2.03,12.48,2
293,2,2025-06-16 02:20:00,2025-06-16 02:46:00,1,3.24,9,12,13.47,0.0,13.77,1
294,2,2025-06-20 21:25:00,2025-06-20 21:41:00,1,2.05,10,13,9.07,0.91,10.28,1
295,1,2025-06-29 20:37:00,2025-06-29 20:56:00,4,3.68,7,7,11.6,2.32,14.22,2
296,1,2025-06-18 07:08:00,2025-06-18 07:15:00,1,0.95,13,4,5.47,0.55,6.32,1
297,1,2025-06-08 00:27:00,2025-06-08 00:53:00,1,2.49,6,2,10.19,1.02,11.51,1
298,1,2025-06-21 05:46:00,2025-06-21 06:11:00,2,0.31,3,2,3.47,0.0,3.77,2
299,2,2025-06-26 08:22:00,2025-06-26 08:59:00,2,2.22,2,10,7.62,1.52,9.44,1
300,1,2025-06-14 06:46:00,2025-06-14 07:14:00,3,3.12,12,15,10.82,0.0,11.12,2
301,1,2025-06-08 17:13:00,2025-06-08 17:58:00,2,2.36,3,2,8.54,1.28,10.12,1
302,1,2025-06-20 03:57:00,2025-06-20 04:18:00,4,3.98,6,5,13.57,0.0,13.87,3
303,2,2025-06-23 13:32:00,2025-06-23 14:12:00,1,1.47,7,6,5.97,0.0,6.27,2
304,2,2025-06-16 05:37:00,2025-06-16 06:06:00,3,1.65,3,5,7.74,1.55,9.59,3
305,2,2025-06-10 03:23:00,2025-06-10 03:55:00,3,1.07,12,12,6.1,0.61,7.01,4
306,1,2025-06-12 00:47:00,2025-06-12 01:09:00,3,8.19,6,2,24.21,3.63,28.14,2
307,2,2025-06-09 04:31:00,2025-06-09 05:16:00,4,3.25,8,13,12.49,0.0,12.79,1
308,1,2025-06-19 14:53:00,2025-06-19 15:38:00,4,2.71,4,5,10.09,1.01,11.4,2
309,2,2025-06-18 03:46:00,2025-06-18 03:52:00,3,0.51,9,15,3.98,0.8,5.08,1
310,1,2025-06-17 08:42:00,2025-06-17 09:28:00,1,4.09,10,11,15.89,3.18,19.37,4
311,2,2025-06-12 07:08:00,2025-06-12 07:52:00,1,2.55,11,11,9.98,2.0,12.28,4
312,1,2025-06-20 14:10:00,2025-06-20 14:18:00,2,2.11,4,9,7.17,0.72,8.19,1
313,1,2025-06-18 19:13:00,2025-06-18 19:44:00,1,3.59,1,8,12.55,1.26,14.11,2
314,2,2025-06-04 21:46:00,2025-06-04 21:55:00,2,0.43,6,5,3.87,0.0,4.17,4
315,2,2025-06-10 09:57:00,2025-06-10 10:32:00,1,0.83,6,2,4.76,0.71,5.77,4
316,1,2025-06-06 05:42:00,2025-06-06 05:45:00,4,3.46,11,13,13.64,0.0,13.94,1
317,2,2025-06-24 11:36:00,2025-06-24 11:49:00,4,1.42,4,13,6.35,0.95,7.6,1
318,1,2025-06-09 11:35:00,2025-06-09 12:17:00,2,2.6,1,12,10.27,1.54,12.11,2
319,1,2025-06-20 13:11:00,2025-06-20 13:37:00,1,4.66,10,2,14.31,0.0,14.61,1
320,2,2025-06-09 23:15:00,2025-06-09 23:46:00,3,3.24,9,11,10.07,1.51,11.88,2
321,2,2025-06-28 19:42:00,2025-06-28 20:09:00,3,1.54,3,14,7.45,1.49,9.24,2
322,1,2025-06-04 20:34:00,2025-06-04 21:19:00,1,2.19,4,5,7.67,0.0,7.97,1
323,1,2025-06-07 10:24:00,2025-06-07 10:58:00,3,1.04,3,8,5.51,0.83,6.64,1
324,1,2025-06-23 06:49:00,2025-06-23 07:09:00,1,5.02,14,8,14.39,1.44,16.13,1
325,2,2025-06-23 01:19:00,2025-06-23 01:29:00,2,3.9,7,11,13.71,2.06,16.07,3
326,1,2025-06-21 04:48:00,2025-06-21 05:21:00,1,5.15,1,13,14.86,2.97,18.13,1
327,1,2025-06-13 12:12:00,2025-06-13 12:28:00,3,1.96,9,9,7.89,1.18,9.37,1
328,1,2025-06-13 04:36:00,2025-06-13 05:27:00,4,2.9,9,14,10.77,1.08,12.15,2
329,1,2025-06-25 20:45:00,2025-06-25 21:00:00,2,4.17,5,14,15.83,0.0,16.13,1
330,1,2025-06-16 20:44:00,2025-06-16 21:38:00,1,3.14,13,13,9.74,0.0,10.04,4
331,1,2025-06-27 18:10:00,2025-06-27 18:56:00,1,1.25,10,3,6.2,0.0,6.5,4
332,1,2025-06-03 16:50:00,2025-06-03 17:28:00,1,5.87,10,9,17.89,1.79,19.98,3
333,2,2025-06-14 07:38:00,2025-06-14 07:58:00,1,0.2,3,13,3.06,0.0,3.36,1
334,2,2025-06-30 20:24:00,2025-06-30 20:34:00,1,0.91,4,3,5.27,0.0,5.57,4
335,1,2025-06-18 20:56:00,2025-06-18 21:29:00,2,5.06,8,2,17.44,2.62,20.36,2
336,2,2025-06-13 15:53:00,2025-06-13 16:39:00,3,5.51,8,8,20.81,2.08,23.19,1
337,2,2025-06-05 05:44:00,2025-06-05 06:32:00,1,6.14,13,9,21.15,0.0,21.45,2
338,1,2025-06-10 15:23:00,2025-06-10 15:56:00,3,2.68,6,9,9.26,0.93,10.49,4
339,2,2025-06-23 02:07:00,2025-06-23 02:59:00,1,1.43,11,13,5.73,0.0,6.03,1
340,1,2025-06-08 04:33:00,2025-06-08 05:03:00,4,5.85,4,12,18.57,2.79,21.66,1
341,2,2025-06-08 05:38:00,2025-06-08 05:57:00,4,4.85,1,7,13.65,0.0,13.95,3
342,2,2025-06-11 15:44:00,2025-06-11 16:13:00,1,4.3,1,4,15.34,0.0,15.64,1
343,2,2025-06-28 00:27:00,2025-06-28 00:43:00,4,0.94,14,2,4.58,0.46,5.34,1
344,1,2025-06-22 17:46:00,2025-06-22 17:52:00,1,2.92,12,13,9.73,0.0,10.03,1
345,1,2025-06-17 17:28:00,2025-06-17 17:49:00,1,5.56,11,11,19.76,0.0,20.06,2
346,1,2025-06-26 15:15:00,2025-06-26 15:17:00,4,5.95,8,6,19.95,0.0,20.25,3
347,1,2025-06-07 21:20:00,2025-06-07 21:48:00,3,1.51,3,13,6.22,0.0,6.52,3
348,1,2025-06-18 11:27:00,2025-06-18 11:51:00,1,1.69,13,3,8.17,0.82,9.29,3
349,2,2025-06-04 20:01:00,2025-06-04 20:18:00,1,0.52,14,14,4.02,0.0,4.32,2
350,1,2025-06-28 14:55:00,2025-06-28 15:29:00,1,2.26,5,11,7.98,1.2,9.48,2
351,2,2025-06-18 13:29:00,2025-06-18 13:38:00,1,3.37,6,15,10.2,0.0,10.5,2
352,1,2025-06-26 20:49:00,2025-06-26 21:17:00,1,6.19,13,8,18.83,0.0,19.13,2
353,2,2025-06-04 01:45:00,2025-06-04 01:47:00,2,3.15,9,5,9.66,1.45,11.41,3
354,2,2025-06-19 07:23:00,2025-06-19 07:30:00,1,3.8,10,3,13.78,2.76,16.84,1
355,1,2025-06-04 14:18:00,2025-06-04 14:52:00,1,8.2,7,10,22.07,2.21,24.58,3
356,1,2025-06-20 21:51:00,2025-06-20 22:39:00,2,0.49,1,4,4.14,0.0,4.44,1
357,1,2025-06-21 15:12:00,2025-06-21 15:53:00,4,1.8,2,1,8.06,0.0,8.36,1
358,2,2025-06-08 10:56:00,2025-06-08 11:29:00,1,2.06,9,13,9.39,1.88,11.57,1
359,2,2025-06-06 18:38:00,2025-06-06 19:27:00,1,3.52,6,13,13.99,0.0,14.29,2
360,2,2025-06-03 21:45:00,2025-06-03 22:03:00,2,1.57,11,2,7.3,1.46,9.06,2
361,1,2025-06-17 09:21:00,2025-06-17 09:26:00,1,0.48,13,2,3.77,0.38,4.45,3
362,2,2025-06-24 03:46:00,2025-06-24 03:48:00,1,3.21,4,1,9.73,0.0,10.03,2
363,1,2025-06-07 19:55:00,2025-06-07 20:08:00,2,6.96,4,6,22.43,3.36,26.09,3
364,1,2025-06-15 13:27:00,2025-06-15 13:46:00,1,1.46,6,2,7.16,1.43,8.89,1
365,2,2025-06-24 11:21:00,2025-06-24 11:25:00,1,3.96,13,14,13.42,1.34,15.06,1
366,2,2025-06-26 04:07:00,2025-06-26 04:38:00,4,2.97,5,10,9.06,0.0,9.36,2
367,1,2025-06-12 00:57:00,2025-06-12 01:28:00,1,0.2,12,15,3.18,0.0,3.48,1
368,1,2025-06-19 15:52:00,2025-06-19 15:55:00,1,7.33,11,14,20.68,2.07,23.05,1
369,2,2025-06-30 21:57:00,2025-06-30 22:23:00,1,5.17,4,7,14.52,2.9,17.72,1
370,2,2025-06-13 17:38:00,2025-06-13 17:45:00,4,0.45,15,14,3.51,0.0,3.81,1
371,1,2025-06-21 20:45:00,2025-06-21 21:34:00,2,4.01,2,10,11.96,1.79,14.05,3
372,2,2025-06-06 22:46:00,2025-06-06 23:03:00,4,3.68,15,13,11.88,1.19,13.37,4
373,1,2025-06-15 20:21:00,2025-06-15 20:43:00,1,1.74,13,13,8.3,0.0,8.6,1
374,2,2025-06-08 11:32:00,2025-06-08 12:02:00,1,3.65,2,9,12.57,1.89,14.76,2
375,1,2025-06-15 00:45:00,2025-06-15 01:16:00,1,3.1,14,12,9.91,0.99,11.2,4
376,1,2025-06-15 22:02:00,2025-06-15 22:13:00,4,4.26,6,7,12.34,0.0,12.64,1
377,1,2025-06-12 20:10:00,2025-06-12 21:04:00,1,3.73,9,12,12.52,1.88,14.7,2
378,1,2025-06-05 15:18:00,2025-06-05 16:11:00,1,3.17,1,1,12.49,0.0,12.79,1
379,1,2025-06-19 05:32:00,2025-06-19 05:57:00,1,1.27,5,15,5.42,1.08,6.8,1
380,2,2025-06-09 23:59:00,2025-06-10 00:42:00,1,0.2,2,15,3.05,0.0,3.35,1
381,2,2025-06-21 23:31:00,2025-06-21 23:36:00,4,4.55,8,1,17.0,2.55,19.85,2
382,2,2025-06-08 20:45:00,2025-06-08 21:09:00,1,5.59,5,5,16.24,0.0,16.54,1
383,1,2025-06-28 22:46:00,2025-06-28 23:27:00,1,0.95,8,1,5.16,1.03,6.49,2
384,1,2025-06-07 05:53:00,2025-06-07 06:21:00,2,1.17,4,11,5.35,1.07,6.72,4
385,2,2025-06-17 08:14:00,2025-06-17 08:46:00,1,0.88,6,7,5.4,1.08,6.78,1
386,2,2025-06-15 12:17:00,2025-06-15 12:57:00,3,2.53,1,13,8.73,0.87,9.9,1
387,1,2025-06-27 13:52:00,2025-06-27 14:08:00,1,4.15,9,14,14.9,1.49,16.69,2
388,2,2025-06-18 16:15:00,2025-06-18 16:39:00,4,3.04,3,4,12.6,0.0,12.9,3
389,1,2025-06-17 07:53:00,2025-06-17 08:32:00,2,6.41,3,10,23.89,4.78,28.97,2
390,1,2025-06-15 01:34:00,2025-06-15 01:47:00,1,3.77,1,4,13.01,0.0,13.31,2
391,2,2025-06-22 18:05:00,2025-06-22 18:07:00,1,1.78,12,3,8.14,0.81,9.25,1
392,2,2025-06-07 17:20:00,2025-06-07 17:59:00,1,5.72,13,2,19.92,0.0,20.22,1
393,2,2025-06-19 00:05:00,2025-06-19 00:44:00,4,4.63,12,7,13.44,0.0,13.74,1
394,1,2025-06-08 22:16:00,2025-06-08 23:03:00,4,4.26,13,6,16.82,3.36,20.48,2
395,2,2025-06-08 23:31:00,2025-06-08 23:57:00,3,2.08,12,10,7.39,0.0,7.69,1
396,1,2025-06-09 06:52:00,2025-06-09 07:32:00,2,6.21,4,11,18.53,3.71,22.54,1
397,2,2025-06-16 01:43:00,2025-06-16 02:32:00,2,4.91,14,12,15.18,0.0,15.48,1
398,1,2025-06-13 01:40:00,2025-06-13 01:55:00,4,4.11,6,5,12.77,0.0,13.07,1
399,2,2025-06-03 04:35:00,2025-06-03 05:01:00,1,1.17,8,15,5.31,0.8,6.41,2
400,1,2025-06-18 01:58:00,2025-06-18 02:06:00,1,4.03,11,13,15.37,3.07,18.74,2
401,1,2025-06-04 08:30:00,2025-06-04 09:23:00,2,4.19,2,6,13.32,0.0,13.62,1
402,2,2025-06-04 09:55:00,2025-06-04 10:32:00,4,1.75,6,10,8.33,0.0,8.63,1
403,1,2025-06-20 15:07:00,2025-06-20 15:50:00,2,5.44,6,4,15.49,0.0,15.79,3
404,2,2025-06-26 05:14:00,2025-06-26 06:02:00,1,7.0,5,11,25.67,5.13,31.1,1
405,2,2025-06-05 08:45:00,2025-06-05 08:50:00,1,1.13,6,1,5.65,0.0,5.95,1
406,1,2025-06-29 10:45:00,2025-06-29 11:25:00,4,4.85,1,4,15.97,0.0,16.27,1
407,2,2025-06-04 17:29:00,2025-06-04 18:01:00,1,4.2,15,11,13.74,2.06,16.1,3
408,2,2025-06-25 18:19:00,2025-06-25 18:45:00,1,1.7,6,3,6.62,0.99,7.91,1
409,1,2025-06-21 00:18:00,2025-06-21 00:49:00,1,2.86,13,12,10.73,0.0,11.03,3
410,1,2025-06-16 15:30:00,2025-06-16 16:23:00,2,7.19,4,9,22.99,4.6,27.89,4
411,2,2025-06-24 18:47:00,2025-06-24 19:15:00,1,6.33,15,4,23.54,4.71,28.55,1
412,1,2025-06-18 23:13:00,2025-06-19 00:00:00,1,2.51,15,9,8.13,1.63,10.06,4
413,2,2025-06-21 10:28:00,2025-06-21 10:41:00,1,4.41,3,1,13.32,0.0,13.62,3
414,2,2025-06-20 19:33:00,2025-06-20 19:47:00,1,2.8,14,10,12.01,0.0,12.31,3
415,1,2025-06-04 01:11:00,2025-06-04 01:18:00,4,1.59,9,8,6.62,0.66,7.58,2
416,1,2025-06-27 17:47:00,2025-06-27 18:22:00,3,4.57,7,3,16.84,0.0,17.14,2
417,2,2025-06-27 12:26:00,2025-06-27 13:16:00,2,4.14,13,5,12.13,0.0,12.43,1
418,1,2025-06-18 10:23:00,2025-06-18 11:06:00,1,2.99,8,1,10.82,2.16,13.28,2
419,1,2025-06-07 13:07:00,2025-06-07 13:48:00,4,0.69,12,4,4.05,0.41,4.76,2
420,2,2025-06-13 05:21:00,2025-06-13 05:46:00,4,1.16,5,5,5.08,0.51,5.89,3
421,2,2025-06-05 11:16:00,2025-06-05 11:32:00,3,6.97,5,12,21.54,2.15,23.99,3
422,2,2025-06-05 01:31:00,2025-06-05 01:45:00,1,7.45,12,8,22.84,3.43,26.57,2
423,1,2025-06-08 05:38:00,2025-06-08 05:44:00,1,2.26,15,10,7.84,1.57,9.71,1
424,2,2025-06-10 03:14:00,2025-06-10 04:09:00,4,5.51,8,1,15.0,0.0,15.3,1
425,1,2025-06-13 11:15:00,2025-06-13 11:40:00,1,4.31,11,1,15.27,0.0,15.57,2
426,2,2025-06-28 00:51:00,2025-06-28 01:21:00,1,0.97,10,9,4.84,0.73,5.87,1
427,1,2025-06-12 18:31:00,2025-06-12 19:20:00,1,3.64,3,14,10.63,0.0,10.93,3
428,1,2025-06-11 05:52:00,2025-06-11 06:37:00,2,2.4,9,1,8.38,1.26,9.94,1
429,2,2025-06-30 11:06:00,2025-06-30 11:19:00,2,2.98,12,12,9.96,1.0,11.26,2
430,2,2025-06-16 20:53:00,2025-06-16 21:24:00,3,3.04,5,11,10.11,1.52,11.93,1
431,2,2025-06-01 08:01:00,2025-06-01 08:35:00,1,8.67,11,10,30.31,6.06,36.67,3
432,2,2025-06-05 22:04:00,2025-06-05 22:36:00,1,3.18,11,6,9.74,0.97,11.01,3
433,2,2025-06-30 15:34:00,2025-06-30 15:55:00,4,4.16,13,14,12.85,0.0,13.15,1
434,2,2025-06-07 08:50:00,2025-06-07 09:38:00,2,5.55,5,5,14.88,2.23,17.41,2
435,2,2025-06-02 14:34:00,2025-06-02 15:13:00,4,2.49,11,9,8.55,0.0,8.85,1
436,1,2025-06-24 02:07:00,2025-06-24 02:28:00,2,0.56,3,5,4.3,0.86,5.46,1
437,1,2025-06-12 18:31:00,2025-06-12 19:19:00,1,4.48,11,2,13.34,1.33,14.97,1
438,2,2025-06-14 23:25:00,2025-06-14 23:53:00,2,0.2,6,5,3.13,0.31,3.74,4
439,1,2025-06-06 08:38:00,2025-06-06 09:10:00,3,6.01,2,8,19.91,3.98,24.19,1
440,1,2025-06-18 08:53:00,2025-06-18 09:28:00,1,4.19,14,14,13.22,0.0,13.52,1
441,1,2025-06-16 14:17:00,2025-06-16 14:45:00,1,7.62,6,14,28.29,0.0,28.59,2
442,1,2025-06-16 03:19:00,2025-06-16 04:01:00,2,2.84,11,1,12.11,1.21,13.62,1
443,2,2025-06-10 12:42:00,2025-06-10 13:32:00,4,3.61,3,10,11.13,0.0,11.43,2
444,1,2025-06-19 08:36:00,2025-06-19 09:05:00,4,0.48,1,1,4.11,0.62,5.03,1
445,1,2025-06-01 15:22:00,2025-06-01 15:44:00,1,3.31,11,12,9.85,0.0,10.15,3
446,2,2025-06-16 16:07:00,2025-06-16 16:28:00,1,0.62,9,10,3.96,0.59,4.85,1
447,1,2025-06-03 01:56:00,2025-06-03 02:17:00,1,5.4,6,7,17.75,3.55,21.6,2
448,1,2025-06-17 08:23:00,2025-06-17 09:13:00,4,2.46,1,4,8.47,1.27,10.04,1
449,2,2025-06-10 14:40:00,2025-06-10 15:28:00,3,5.67,7,15,15.81,0.0,16.11,2
450,1,2025-06-03 05:04:00,2025-06-03 05:44:00,1,3.54,11,14,14.51,0.0,14.81,3
451,1,2025-06-06 06:28:00,2025-06-06 06:56:00,1,2.19,4,12,7.98,0.0,8.28,2
452,1,2025-06-05 14:17:00,2025-06-05 15:01:00,2,3.57,10,12,12.58,2.52,15.4,4
453,1,2025-06-05 18:35:00,2025-06-05 19:09:00,1,3.0,8,4,9.51,0.0,9.81,4
454,1,2025-06-24 19:24:00,2025-06-24 19:38:00,3,2.17,5,3,8.21,1.23,9.74,2
455,2,2025-06-10 10:51:00,2025-06-10 11:37:00,1,4.92,15,2,13.34,0.0,13.64,1
456,1,2025-06-24 06:55:00,2025-06-24 07:01:00,2,2.43,15,5,9.96,0.0,10.26,1
457,2,2025-06-13 00:29:00,2025-06-13 01:00:00,2,6.86,6,13,24.79,2.48,27.57,3
458,1,2025-06-06 06:35:00,2025-06-06 06:43:00,4,4.39,1,14,16.64,0.0,16.94,3
459,2,2025-06-08 18:14:00,2025-06-08 18:37:00,1,1.79,6,14,7.77,0.0,8.07,1
460,2,2025-06-19 05:45:00,2025-06-19 06:12:00,2,4.96,14,7,19.14,1.91,21.35,3
461,2,2025-06-08 14:10:00,2025-06-08 14:19:00,3,5.48,2,7,21.01,0.0,21.31,3
462,1,2025-06-20 22:35:00,2025-06-20 22:48:00,2,5.7,10,1,19.22,1.92,21.44,2
463,1,2025-06-06 03:21:00,2025-06-06 03:49:00,4,2.49,12,14,9.94,0.0,10.24,4
464,1,2025-06-16 09:30:00,2025-06-16 10:05:00,2,3.48,2,7,12.34,2.47,15.11,1
465,1,2025-06-30 04:35:00,2025-06-30 05:01:00,3,5.54,1,1,20.62,4.12,25.04,4
466,2,2025-06-22 08:35:00,2025-06-22 09:08:00,1,6.36,13,8,23.13,0.0,23.43,1
467,2,2025-06-13 15:49:00,2025-06-13 15:54:00,3,0.55,2,8,3.96,0.0,4.26,2
468,1,2025-06-05 00:08:00,2025-06-05 00:41:00,1,3.08,8,12,10.93,0.0,11.23,2
469,2,2025-06-19 18:23:00,2025-06-19 18:27:00,3,3.16,10,11,9.8,1.96,12.06,2
470,1,2025-06-10 09:56:00,2025-06-10 10:39:00,1,3.19,6,14,12.09,1.21,13.6,4
471,1,2025-06-21 16:23:00,2025-06-21 16:46:00,1,0.49,12,8,3.86,0.39,4.55,4
472,2,2025-06-30 23:42:00,2025-06-30 23:58:00,3,2.12,14,11,7.17,0.72,8.19,2
473,1,2025-06-18 00:23:00,2025-06-18 01:09:00,1,6.71,2,5,21.23,3.18,24.71,1
474,1,2025-06-18 21:08:00,2025-06-18 21:23:00,2,5.97,12,6,18.91,0.0,19.21,1
475,1,2025-06-29 19:40:00,2025-06-29 20:35:00,2,2.69,11,10,11.3,1.7,13.3,1
476,2,2025-06-25 03:17:00,2025-06-25 04:06:00,3,2.25,14,10,7.58,1.14,9.02,4
477,2,2025-06-09 01:33:00,2025-06-09 02:19:00,3,0.21,11,10,3.0,0.45,3.75,2
478,2,2025-06-20 01:17:00,2025-06-20 01:57:00,1,1.59,5,7,7.75,0.0,8.05,2
479,2,2025-06-07 01:40:00,2025-06-07 01:50:00,4,0.42,14,12,3.8,0.38,4.48,3
480,2,2025-06-26 04:39:00,2025-06-26 05:21:00,4,4.9,10,12,14.56,0.0,14.86,1
481,2,2025-06-07 00:54:00,2025-06-07 01:41:00,3,0.2,12,2,3.06,0.31,3.67,2
482,2,2025-06-27 12:34:00,2025-06-27 13:12:00,2,0.2,11,12,3.17,0.48,3.95,4
483,1,2025-06-01 13:56:00,2025-06-01 14:31:00,1,4.81,4,5,13.39,0.0,13.69,3
484,1,2025-06-12 09:40:00,2025-06-12 09:51:00,1,4.48,4,13,16.87,1.69,18.86,4
485,2,2025-06-21 14:21:00,2025-06-21 14:29:00,1,0.85,12,11,4.94,0.0,5.24,2
486,2,2025-06-14 02:10:00,2025-06-14 02:56:00,3,1.1,7,7,5.8,0.87,6.97,1
487,2,2025-06-01 14:09:00,2025-06-01 14:58:00,3,3.18,14,4,12.48,1.87,14.65,2
488,1,2025-06-28 11:03:00,2025-06-28 11:17:00,4,6.12,5,8,21.66,0.0,21.96,1
489,1,2025-06-09 12:13:00,2025-06-09 12:26:00,1,3.1,9,5,9.47,0.95,10.72,2
490,2,2025-06-12 14:32:00,2025-06-12 14:34:00,3,2.15,1,3,8.08,0.0,8.38,1
491,2,2025-06-29 11:04:00,2025-06-29 11:45:00,3,4.18,6,2,15.66,3.13,19.09,1
492,2,2025-06-09 08:50:00,2025-06-09 09:25:00,1,1.72,3,7,6.42,1.28,8.0,1
493,1,2025-06-11 01:36:00,2025-06-11 01:51:00,1,2.22,9,8,8.17,1.63,10.1,3
494,1,2025-06-16 17:55:00,2025-06-16 18:25:00,1,1.59,15,10,6.46,1.29,8.05,3
495,1,2025-06-15 14:32:00,2025-06-15 14:58:00,3,7.57,12,5,22.66,4.53,27.49,4
496,2,2025-06-18 01:33:00,2025-06-18 02:07:00,4,0.65,8,1,4.56,0.68,5.54,1
497,1,2025-06-15 13:52:00,2025-06-15 14:26:00,1,4.02,9,1,16.03,3.21,19.54,3
498,1,2025-06-29 15:35:00,2025-06-29 16:26:00,3,3.67,14,2,11.51,1.73,13.54,4
499,2,2025-06-20 19:23:00,2025-06-20 20:06:00,1,3.53,8,12,13.17,0.0,13.47,1
500,1,2025-06-04 08:00:00,2025-06-04 08:05:00,1,2.46,9,2,8.44,0.84,9.58,2
501,1,2025-06-18 15:50:00,2025-06-18 16:20:00,4,1.67,9,1,6.21,0.0,6.51,2
502,1,2025-06-03 01:42:00,2025-06-03 02:28:00,1,1.57,15,9,7.55,0.76,8.61,4
503,1,2025-06-14 17:09:00,2025-06-14 17:49:00,2,6.26,14,11,19.56,2.93,22.79,1
504,2,2025-06-25 06:41:00,2025-06-25 06:57:00,4,5.05,13,13,14.44,2.17,16.91,1
505,1,2025-06-14 13:33:00,2025-06-14 14:18:00,1,7.33,1,9,26.25,2.62,29.17,1
506,2,2025-06-01 05:29:00,2025-06-01 06:07:00,1,0.2,9,2,3.08,0.62,4.0,3
507,2,2025-06-16 15:34:00,2025-06-16 15:49:00,1,0.62,3,4,4.25,0.0,4.55,1
508,2,2025-06-09 06:05:00,2025-06-09 06:49:00,4,4.78,14,13,17.6,0.0,17.9,2
509,2,2025-06-04 07:53:00,2025-06-04 08:13:00,1,2.45,8,6,8.47,1.69,10.46,3
510,1,2025-06-30 19:57:00,2025-06-30 20:14:00,1,1.79,2,15,6.65,1.33,8.28,2
511,2,2025-06-21 12:13:00,2025-06-21 12:36:00,2,1.86,10,6,7.9,1.58,9.78,1
512,2,2025-06-01 05:16:00,2025-06-01 05:38:00,1,2.0,12,12,7.49,0.0,7.79,4
513,2,2025-06-17 08:39:00,2025-06-17 08:49:00,2,2.39,6,13,9.13,1.37,10.8,2
